CHR	START	STOP	GENE	REGION_COV	AVG_AUTOSOMAL_COV	AVG_TOTAL_COV	AVG_GENE_COV	NORMALIZED_AUTOSOMAL	NORMALIZED_TOTAL	NORMALIZED_GENE
chr10	94645665	94645767	UNKNOWN10	14715.2	15240.6784810127	15240.6784810127	14291.8	0.965521319692734	0.965521319692734	1.0296253795883
chr10	94761842	94761944	UNKNOWN10	13868.4	15240.6784810127	15240.6784810127	14291.8	0.909959488829694	0.909959488829694	0.970374620411705
chr10	94762678	94762874	CYP2C19	16012.2	15240.6784810127	15240.6784810127	15369.8	1.05062251788518	1.05062251788518	1.04179624978855
chr10	94775102	94775204	CYP2C19	14676.1	15240.6784810127	15240.6784810127	15369.8	0.962955817110371	0.962955817110371	0.954866035992661
chr10	94775356	94775484	CYP2C19	14985.8	15240.6784810127	15240.6784810127	15369.8	0.983276434751235	0.983276434751235	0.975015940350557
chr10	94775505	94775607	CYP2C19	14242.1	15240.6784810127	15240.6784810127	15369.8	0.934479394584912	0.934479394584912	0.926628843576364
chr10	94780549	94780752	CYP2C19	15293.4	15240.6784810127	15240.6784810127	15369.8	1.00345926325085	1.00345926325085	0.995029213132246
chr10	94781817	94781982	CYP2C19	15693.6	15240.6784810127	15240.6784810127	15369.8	1.02971793674091	1.02971793674091	1.02106728779815
chr10	94781987	94782089	CYP2C19	16803.2	15240.6784810127	15240.6784810127	15369.8	1.10252309442352	1.10252309442352	1.09326081016018
chr10	94842783	94842885	CYP2C19	15392.9	15240.6784810127	15240.6784810127	15369.8	1.00998784399113	1.00998784399113	1.00150294733829
chr10	94842931	94843033	CYP2C19	16590.6	15240.6784810127	15240.6784810127	15369.8	1.08857358421865	1.08857358421865	1.07942848963552
chr10	94849952	94850054	CYP2C19	13542.3	15240.6784810127	15240.6784810127	15369.8	0.888562803609527	0.888562803609527	0.881097997371469
chr10	94852639	94852767	CYP2C19	16076.7	15240.6784810127	15240.6784810127	15369.8	1.05485461293793	1.05485461293793	1.04599279105779
chr10	94852900	94853002	CYP2C19	15128.7	15240.6784810127	15240.6784810127	15369.8	0.992652657744065	0.992652657744065	0.984313393798228
chr10	94938662	94938838	CYP2C9	15169.1	15240.6784810127	15240.6784810127	15083	0.995303458366251	0.995303458366251	1.0057084134456
chr10	94941857	94941959	CYP2C9	16045	15240.6784810127	15240.6784810127	15083	1.05277465304379	1.05277465304379	1.0637804150368
chr10	94941963	94942065	CYP2C9	16143.6	15240.6784810127	15240.6784810127	15083	1.05924418129496	1.05924418129496	1.07031757607903
chr10	94942189	94942296	CYP2C9	15064.5	15240.6784810127	15240.6784810127	15083	0.988440246854354	0.988440246854354	0.998773453556985
chr10	94942307	94942409	CYP2C9	13468.9	15240.6784810127	15240.6784810127	15083	0.883746745053378	0.883746745053378	0.892985480342107
chr10	94947690	94947792	CYP2C9	11176	15240.6784810127	15240.6784810127	15083	0.733300686968984	0.733300686968984	0.740966651196712
chr10	94947868	94947970	CYP2C9	15132	15240.6784810127	15240.6784810127	15083	0.992869183537462	0.992869183537462	1.0032486905788
chr10	94949091	94949193	CYP2C9	13985.2	15240.6784810127	15240.6784810127	15083	0.917623189638389	0.917623189638389	0.927216071073394
chr10	94949211	94949313	CYP2C9	14703.4	15240.6784810127	15240.6784810127	15083	0.96474707594665	0.96474707594665	0.97483259298548
chr10	94972106	94972229	CYP2C9	15558.9	15240.6784810127	15240.6784810127	15083	1.02087974753774	1.02087974753774	1.03155207849897
chr10	94981098	94981200	CYP2C9	15459.3	15240.6784810127	15240.6784810127	15083	1.01434460540977	1.01434460540977	1.02494861764901
chr10	94981221	94981323	CYP2C9	16574.2	15240.6784810127	15240.6784810127	15083	1.08749751663935	1.08749751663935	1.09886627328781
chr10	94981368	94981471	CYP2C9	15522.2	15240.6784810127	15240.6784810127	15083	1.01847171825966	1.01847171825966	1.02911887555526
chr10	94986031	94986192	CYP2C9	15904.9	15240.6784810127	15240.6784810127	15083	1.04358214890596	1.04358214890596	1.05449181197375
