CHR	START	STOP	GENE	REGION_COV	AVG_AUTOSOMAL_COV	AVG_TOTAL_COV	AVG_GENE_COV	NORMALIZED_AUTOSOMAL	NORMALIZED_TOTAL	NORMALIZED_GENE
chr10	94645665	94645767	UNKNOWN10	14217.3	14999.4381012658	14999.4381012658	14062.5	0.947855506587289	0.947855506587289	1.011008
chr10	94761842	94761944	UNKNOWN10	13907.7	14999.4381012658	14999.4381012658	14062.5	0.927214733385667	0.927214733385667	0.988992
chr10	94762678	94762874	CYP2C19	15526.7	14999.4381012658	14999.4381012658	15329.625	1.03515211004402	1.03515211004402	1.01285582654501
chr10	94775102	94775204	CYP2C19	14445.8	14999.4381012658	14999.4381012658	15329.625	0.963089410581381	0.963089410581381	0.94234529546548
chr10	94775356	94775484	CYP2C19	15025.1	14999.4381012658	14999.4381012658	15329.625	1.00171085733752	1.00171085733752	0.980134869574435
chr10	94775505	94775607	CYP2C19	14370.5	14999.4381012658	14999.4381012658	15329.625	0.95806922252556	0.95806922252556	0.937433237929826
chr10	94780549	94780752	CYP2C19	15524.3	14999.4381012658	14999.4381012658	15329.625	1.03499210405021	1.03499210405021	1.01269926694228
chr10	94781817	94781982	CYP2C19	16397.7	14999.4381012658	14999.4381012658	15329.625	1.09322095196461	1.09322095196461	1.06967391570244
chr10	94781987	94782089	CYP2C19	17350.5	14999.4381012658	14999.4381012658	15329.625	1.15674333150758	1.15674333150758	1.13182807798625
chr10	94842783	94842885	CYP2C19	14775	14999.4381012658	14999.4381012658	15329.625	0.985036899399126	0.985036899399126	0.963820054306612
chr10	94842931	94843033	CYP2C19	16454.7	14999.4381012658	14999.4381012658	15329.625	1.09702109431762	1.09702109431762	1.07339220626728
chr10	94849952	94850054	CYP2C19	13161.9	14999.4381012658	14999.4381012658	15329.625	0.877492870808891	0.877492870808891	0.858592431321706
chr10	94852639	94852767	CYP2C19	15957.4	14999.4381012658	14999.4381012658	15329.625	1.06386651901669	1.06386651901669	1.04095175191826
chr10	94852900	94853002	CYP2C19	14965.9	14999.4381012658	14999.4381012658	15329.625	0.997764042823512	0.997764042823512	0.976273066040428
chr10	94938662	94938838	CYP2C9	14603.2	14999.4381012658	14999.4381012658	15106.6866666667	0.97358313700882	0.97358313700882	0.966671270955952
chr10	94941857	94941959	CYP2C9	16127.3	14999.4381012658	14999.4381012658	15106.6866666667	1.07519360999523	1.07519360999523	1.06756036951407
chr10	94941963	94942065	CYP2C9	16059.4	14999.4381012658	14999.4381012658	15106.6866666667	1.07066677375366	1.07066677375366	1.06306567113989
chr10	94942189	94942296	CYP2C9	15410.6	14999.4381012658	14999.4381012658	15106.6866666667	1.02741182009341	1.02741182009341	1.02011780213883
chr10	94942307	94942409	CYP2C9	13486.7	14999.4381012658	14999.4381012658	15106.6866666667	0.89914701530465	0.89914701530465	0.892763601813413
chr10	94947690	94947792	CYP2C9	10194	14999.4381012658	14999.4381012658	15106.6866666667	0.679625458712331	0.679625458712331	0.67480051879896
chr10	94947868	94947970	CYP2C9	15324.7	14999.4381012658	14999.4381012658	15106.6866666667	1.02168493889826	1.02168493889826	1.01443157842245
chr10	94949091	94949193	CYP2C9	14605.3	14999.4381012658	14999.4381012658	15106.6866666667	0.973723142253405	0.973723142253405	0.966810282245875
chr10	94949211	94949313	CYP2C9	15235.9	14999.4381012658	14999.4381012658	15106.6866666667	1.01576471712725	1.01576471712725	1.00855338673426
chr10	94972106	94972229	CYP2C9	15667.4	14999.4381012658	14999.4381012658	15106.6866666667	1.04453246143119	1.04453246143119	1.03711689702088
chr10	94981098	94981200	CYP2C9	15288.2	14999.4381012658	14999.4381012658	15106.6866666667	1.01925151440905	1.01925151440905	1.01201542981188
chr10	94981221	94981323	CYP2C9	16458.9	14999.4381012658	14999.4381012658	15106.6866666667	1.09730110480679	1.09730110480679	1.08951091415148
chr10	94981368	94981471	CYP2C9	15877.3	14999.4381012658	14999.4381012658	15106.6866666667	1.05852631897325	1.05852631897325	1.05101140642797
chr10	94986031	94986192	CYP2C9	15872.7	14999.4381012658	14999.4381012658	15106.6866666667	1.05821964081844	1.05821964081844	1.05070690550719
chr10	94988849	94989023	CYP2C9	16388.7	14999.4381012658	14999.4381012658	15106.6866666667	1.09262092948781	1.09262092948781	1.0848639653169
chr13	48037751	48037854	NUDT15	13139.7	14999.4381012658	14999.4381012658	13588.8	0.876012815366139	0.876012815366139	0.966950724125751
chr13	48045662	48045764	NUDT15	14037.9	14999.4381012658	14999.4381012658	13588.8	0.935895058549915	0.935895058549915	1.03304927587425
chr16	31093389	31093491	VKORC1	12744.9	14999.4381012658	14999.4381012658	12697.95	0.849691829384225	0.849691829384225	1.00369744722573
chr16	31094524	31094626	VKORC1	12651	14999.4381012658	14999.4381012658	12697.95	0.843431594876369	0.843431594876369	0.996302552774267
chr16	31096359	31096461	UNKNOWN16	14545.8	14999.4381012658	14999.4381012658	14545.8	0.969756326990173	0.969756326990173	1
chr19	15879568	15879670	CYP4F2	13428.3	14999.4381012658	14999.4381012658	13428.3	0.895253536121915	0.895253536121915	1
chr1	97078964	97079146	DPYD	16230.2	14999.4381012658	14999.4381012658	15676.5541666667	1.08205386697988	1.08205386697988	1.03531680670683
chr1	97082319	97082478	DPYD	16848.2	14999.4381012658	14999.4381012658	15676.5541666667	1.12325541038622	1.12325541038622	1.07473873536728
chr1	97098478	97098632	DPYD	16585	14999.4381012658	14999.4381012658	15676.5541666667	1.10570808639827	1.10570808639827	1.05794933144587
chr1	97193059	97193291	DPYD	17793.5	14999.4381012658	14999.4381012658	15676.5541666667	1.18627777119854	1.18627777119854	1.13503897673091
chr1	97234841	97234998	DPYD	16428.2	14999.4381012658	14999.4381012658	15676.5541666667	1.09525436146929	1.09525436146929	1.04794713336503
chr1	97305248	97305410	DPYD	16081	14999.4381012658	14999.4381012658	15676.5541666667	1.07210682769796	1.07210682769796	1.02579940904318
chr1	97306166	97306328	DPYD	16367.4	14999.4381012658	14999.4381012658	15676.5541666667	1.09120087629274	1.09120087629274	1.04406873002757
chr1	97373550	97373652	DPYD	15185.7	14999.4381012658	14999.4381012658	15676.5541666667	1.01241792509004	1.01241792509004	0.968688644108386
chr1	97382372	97382477	DPYD	14894.1	14999.4381012658	14999.4381012658	15676.5541666667	0.992977196841998	0.992977196841998	0.950087617575398
chr1	97450047	97450223	DPYD	16516.8	14999.4381012658	14999.4381012658	15676.5541666667	1.10116124940748	1.10116124940748	1.05359888559694
chr1	97515715	97515980	DPYD	17661	14999.4381012658	14999.4381012658	15676.5541666667	1.17744410695688	1.17744410695688	1.12658686419449
chr1	97549548	97549766	DPYD	17048.5	14999.4381012658	14999.4381012658	15676.5541666667	1.13660924395303	1.13660924395303	1.08751577794121
chr1	97573748	97573985	DPYD	17813.5	14999.4381012658	14999.4381012658	15676.5541666667	1.18761115448029	1.18761115448029	1.13631476730244
chr1	97593206	97593387	DPYD	14705	14999.4381012658	14999.4381012658	15676.5541666667	0.980370057912971	0.980370057912971	0.938025017721529
chr1	97595047	97595175	DPYD	16309.4	14999.4381012658	14999.4381012658	15676.5541666667	1.08733406477564	1.08733406477564	1.04036893737011
chr1	97679084	97679188	DPYD	12153.8	14999.4381012658	14999.4381012658	15676.5541666667	0.810283686491851	0.810283686491851	0.775285172416451
chr1	97691706	97691808	DPYD	13986.9	14999.4381012658	14999.4381012658	15676.5541666667	0.932494931181431	0.932494931181431	0.892217757250544
chr1	97699340	97699595	DPYD	17228.6	14999.4381012658	14999.4381012658	15676.5541666667	1.14861636040526	1.14861636040526	1.09900427203789
chr1	97720875	97720979	DPYD	14178.4	14999.4381012658	14999.4381012658	15676.5541666667	0.945262076104269	0.945262076104269	0.904433451972997
chr1	97721499	97721671	DPYD	15326.6	14999.4381012658	14999.4381012658	15676.5541666667	1.02181161031003	1.02181161031003	0.977676588684854
chr1	97740385	97740503	DPYD	15338	14999.4381012658	14999.4381012658	15676.5541666667	1.02257163878063	1.02257163878063	0.978403789310629
chr1	97828103	97828205	DPYD	13552.5	14999.4381012658	14999.4381012658	15676.5541666667	0.903533846301635	0.903533846301635	0.864507586036791
