CHR	START	STOP	GENE	REGION_COV	AVG_AUTOSOMAL_COV	AVG_TOTAL_COV	AVG_GENE_COV	NORMALIZED_AUTOSOMAL	NORMALIZED_TOTAL	NORMALIZED_GENE
chr10	94645665	94645767	UNKNOWN10	15674.6	16585.3974683544	16585.3974683544	15183.8	0.945084374969471	0.945084374969471	1.03232392418235
chr10	94761842	94761944	UNKNOWN10	14693	16585.3974683544	16585.3974683544	15183.8	0.885899781903617	0.885899781903617	0.967676075817648
chr10	94762678	94762874	CYP2C19	16671	16585.3974683544	16585.3974683544	16067.1	1.00516131927552	1.00516131927552	1.03758612319585
chr10	94775102	94775204	CYP2C19	15020	16585.3974683544	16585.3974683544	16067.1	0.905615920791692	0.905615920791692	0.934829558538878
chr10	94775356	94775484	CYP2C19	15363.9	16585.3974683544	16585.3974683544	16067.1	0.926351028325664	0.926351028325664	0.956233545568273
chr10	94775505	94775607	CYP2C19	14738	16585.3974683544	16585.3974683544	16067.1	0.88861301202583	0.88861301202583	0.917278164696803
chr10	94780549	94780752	CYP2C19	15991.5	16585.3974683544	16585.3974683544	16067.1	0.964191544430116	0.964191544430116	0.995294732714678
chr10	94781817	94781982	CYP2C19	16677.2	16585.3974683544	16585.3974683544	16067.1	1.00553514209236	1.00553514209236	1.03797200490443
chr10	94781987	94782089	CYP2C19	17799.5	16585.3974683544	16585.3974683544	16067.1	1.07320310134033	1.07320310134033	1.10782281805677
chr10	94842783	94842885	CYP2C19	16094.6	16585.3974683544	16585.3974683544	16067.1	0.970407856110118	0.970407856110118	1.00171157209453
chr10	94842931	94843033	CYP2C19	17290.5	16585.3974683544	16585.3974683544	16067.1	1.04251345395797	1.04251345395797	1.07614317456168
chr10	94849952	94850054	CYP2C19	14414.1	16585.3974683544	16585.3974683544	16067.1	0.869083784546174	0.869083784546174	0.897118957372519
chr10	94852639	94852767	CYP2C19	16968.1	16585.3974683544	16585.3974683544	16067.1	1.02307466748239	1.02307466748239	1.05607732571528
chr10	94852900	94853002	CYP2C19	15776.8	16585.3974683544	16585.3974683544	16067.1	0.951246422047028	0.951246422047028	0.981932022580304
chr10	94938662	94938838	CYP2C9	15920.1	16585.3974683544	16585.3974683544	15824.8666666667	0.959886552636206	0.959886552636206	1.00601795486429
chr10	94941857	94941959	CYP2C9	16666.6	16585.3974683544	16585.3974683544	15824.8666666667	1.00489602566357	1.00489602566357	1.05319054820894
chr10	94941963	94942065	CYP2C9	16801.5	16585.3974683544	16585.3974683544	15824.8666666667	1.01302968662993	1.01302968662993	1.06171510660437
chr10	94942189	94942296	CYP2C9	15730	16585.3974683544	16585.3974683544	15824.8666666667	0.948424662719928	0.948424662719928	0.994005215420456
chr10	94942307	94942409	CYP2C9	14349.9	16585.3974683544	16585.3974683544	15824.8666666667	0.865212909571818	0.865212909571818	0.906794370042086
chr10	94947690	94947792	CYP2C9	11955.9	16585.3974683544	16585.3974683544	15824.8666666667	0.720869067070133	0.720869067070133	0.755513474573772
chr10	94947868	94947970	CYP2C9	15875	16585.3974683544	16585.3974683544	15824.8666666667	0.957167293113723	0.957167293113723	1.00316800984105
chr10	94949091	94949193	CYP2C9	14592	16585.3974683544	16585.3974683544	15824.8666666667	0.879810087629319	0.879810087629319	0.922093077140197
chr10	94949211	94949313	CYP2C9	15509.6	16585.3974683544	16585.3974683544	15824.8666666667	0.93513586452136	0.93513586452136	0.980077767901151
chr10	94972106	94972229	CYP2C9	16306.7	16585.3974683544	16585.3974683544	15824.8666666667	0.983196214086144	0.983196214086144	1.03044786054016
chr10	94981098	94981200	CYP2C9	16114.7	16585.3974683544	16585.3974683544	15824.8666666667	0.971619765564706	0.971619765564706	1.01831505689358
chr10	94981221	94981323	CYP2C9	17050.5	16585.3974683544	16585.3974683544	15824.8666666667	1.02804289330617	1.02804289330617	1.07744983633353
chr10	94981368	94981471	CYP2C9	16518.8	16585.3974683544	16585.3974683544	15824.8666666667	0.995984572062171	0.995984572062171	1.0438508170685
chr10	94986031	94986192	CYP2C9	16682.6	16585.3974683544	16585.3974683544	15824.8666666667	1.00586072970702	1.00586072970702	1.05420161517949
chr10	94988849	94989023	CYP2C9	17299.1	16585.3974683544	16585.3974683544	15824.8666666667	1.04303198238133	1.04303198238133	1.09315928938843
chr13	48037751	48037854	NUDT15	14995	16585.3974683544	16585.3974683544	15479.45	0.904108570723797	0.904108570723797	0.968703668411991
chr13	48045662	48045764	NUDT15	15963.9	16585.3974683544	16585.3974683544	15479.45	0.962527429955159	0.962527429955159	1.03129633158801
chr16	31093389	31093491	VKORC1	13899.8	16585.3974683544	16585.3974683544	14109.1	0.838074578949425	0.838074578949425	0.985165602341751
chr16	31094524	31094626	VKORC1	14318.4	16585.3974683544	16585.3974683544	14109.1	0.863313648486269	0.863313648486269	1.01483439765825
chr16	31096359	31096461	UNKNOWN16	16091.7	16585.3974683544	16585.3974683544	16091.7	0.970233003502242	0.970233003502242	1
chr19	15879568	15879670	CYP4F2	15336.4	16585.3974683544	16585.3974683544	15336.4	0.924692943250979	0.924692943250979	1
chr1	97078964	97079146	DPYD	17368.1	16585.3974683544	16585.3974683544	16299.7416666667	1.04719226856872	1.04719226856872	1.06554449482584
chr1	97082319	97082478	DPYD	17628.2	16585.3974683544	16585.3974683544	16299.7416666667	1.06287473867511	1.06287473867511	1.08150180294268
chr1	97098478	97098632	DPYD	17109.5	16585.3974683544	16585.3974683544	16299.7416666667	1.03160023946641	1.03160023946641	1.04967921270736
chr1	97193059	97193291	DPYD	18578.6	16585.3974683544	16585.3974683544	16299.7416666667	1.12017815885623	1.12017815885623	1.13980947550805
chr1	97234841	97234998	DPYD	17438.6	16585.3974683544	16585.3974683544	16299.7416666667	1.05144299576019	1.05144299576019	1.06986971674909
