CHR	START	STOP	GENE	REGION_COV	AVG_AUTOSOMAL_COV	AVG_TOTAL_COV	AVG_GENE_COV	NORMALIZED_AUTOSOMAL	NORMALIZED_TOTAL	NORMALIZED_GENE
chr10	94645665	94645767	UNKNOWN10	13621.1	14013.1712658228	14013.1712658228	13148.65	0.972021232140435	0.972021232140435	1.03593144543356
chr10	94761842	94761944	UNKNOWN10	12676.2	14013.1712658228	14013.1712658228	13148.65	0.904591812912216	0.904591812912216	0.964068554566438
chr10	94762678	94762874	CYP2C19	13972.8	14013.1712658228	14013.1712658228	13864.5083333333	0.997119048568168	0.997119048568168	1.00781071092195
chr10	94775102	94775204	CYP2C19	12922.8	14013.1712658228	14013.1712658228	13864.5083333333	0.922189542599673	0.922189542599673	0.932077769316258
chr10	94775356	94775484	CYP2C19	13261.9	14013.1712658228	14013.1712658228	13864.5083333333	0.946388204955784	0.946388204955784	0.956535903124345
chr10	94775505	94775607	CYP2C19	12512.9	14013.1712658228	14013.1712658228	13864.5083333333	0.892938490698258	0.892938490698258	0.902513071445616
chr10	94780549	94780752	CYP2C19	14062.6	14013.1712658228	14013.1712658228	13864.5083333333	1.00352730536433	1.00352730536433	1.01428768059452
chr10	94781817	94781982	CYP2C19	15647.5	14013.1712658228	14013.1712658228	13864.5083333333	1.1166280425162	1.1166280425162	1.12860114645248
chr10	94781987	94782089	CYP2C19	15755.6	14013.1712658228	14013.1712658228	13864.5083333333	1.12434221355925	1.12434221355925	1.13639803310732
chr10	94842783	94842885	CYP2C19	13536.9	14013.1712658228	14013.1712658228	13864.5083333333	0.966012599376104	0.966012599376104	0.976370721163931
chr10	94842931	94843033	CYP2C19	14973.2	14013.1712658228	14013.1712658228	13864.5083333333	1.06850902739758	1.06850902739758	1.07996617261942
chr10	94849952	94850054	CYP2C19	12006.1	14013.1712658228	14013.1712658228	13864.5083333333	0.856772515817465	0.856772515817465	0.865959304963934
chr10	94852639	94852767	CYP2C19	14447.3	14013.1712658228	14013.1712658228	13864.5083333333	1.0309800491225	1.0309800491225	1.04203478786662
chr10	94852900	94853002	CYP2C19	13274.5	14013.1712658228	14013.1712658228	13864.5083333333	0.947287359027406	0.947287359027406	0.957444698423613
chr10	94938662	94938838	CYP2C9	13198.3	14013.1712658228	14013.1712658228	13562.2686666667	0.941849617737121	0.941849617737121	0.973163142862578
chr10	94941857	94941959	CYP2C9	14089.8	14013.1712658228	14013.1712658228	13562.2686666667	1.00546833637609	1.00546833637609	1.03889698296789
chr10	94941963	94942065	CYP2C9	14280.2	14013.1712658228	14013.1712658228	13562.2686666667	1.01905555345837	1.01905555345837	1.05293593210536
