CHR	START	STOP	GENE	PGXt6.best.score.totallist	PGXt31.best.score.totallist	PGXt13.best.score.totallist	PGXt14.best.score.totallist	PGXt24.best.score.totallist	PGXt27.best.score.totallist	PGXt2.best.score.totallist	PGXt32.best.score.totallist	PGXt37.best.score.totallist	PGXt39.best.score.totallist	PGXt4.best.score.totallist	PGXt34.best.score.totallist	PGXt15.best.score.totallist	PGXt22.best.score.totallist	PGXt21.best.score.totallist	PGXt28.best.score.totallist	PGXt18.best.score.totallist	PGXt16.best.score.totallist	PGXt38.best.score.totallist	PGXt36.best.score.totallist	PGXt10.best.score.totallist	PGXt7.best.score.totallist	PGXt25.best.score.totallist	PGXt20.best.score.totallist	PGXt40.best.score.totallist	PGXt19.best.score.totallist	PGXt30.best.score.totallist	PGXt26.best.score.totallist	PGXt12.best.score.totallist	PGXt3.best.score.totallist
chr10	94645665	94645767	UNKNOWN10	0.18947345754937	0.189409774869042	0.189513234893559	0.189129333920706	0.189545365467466	0.189523796748647	0.189247087848591	0.189545121127095	0.189417450312641	0.189330177477699	0.1894060339555	0.189277629650288	0.189544245106954	0.189530395483919	0.189535206808948	0.189516341257438	0.189311153045618	0.189514628418817	0.189501054872835	0.189068431773274	0.189526887528451	0.189356671211964	0.18889099866675	0.189497706038065	0.189535520990222	0.189542958475729	0.18931161325425	0.189365058712274	0.189544956371566	0.189502223281021
chr10	94761842	94761944	UNKNOWN10	0.187776813170743	0.187540564227243	0.187799982749405	0.187763050090754	0.187808907310612	0.187737508822306	0.18767434963772	0.187805049524389	0.187779807324418	0.187790771510256	0.187808755536325	0.187202868342895	0.187803022549168	0.187804800782887	0.187808704244732	0.187676875490578	0.187756622504495	0.187774239106689	0.187808478317183	0.187717535139827	0.187802137255319	0.187607840992163	0.187799794444189	0.187807882592333	0.187779562657048	0.187807409619126	0.187569484246386	0.187745717715914	0.187730111749962	0.187808137049378
chr10	94762678	94762874	CYP2C19	0.187118931397452	0.187071695875046	0.187032591773841	0.187109335876083	0.187053891339213	0.187081063127321	0.187104988523754	0.187100231836464	0.187110763322463	0.187120785055614	0.18705376506627	0.187053972235335	0.186997467958052	0.187100735245409	0.187090931319232	0.187104987777969	0.187118733083334	0.187111954837607	0.187065886955953	0.186914506473318	0.186979945612075	0.186994732600069	0.187117472797074	0.187088300680469	0.187043888791951	0.187015331331068	0.18708561760645	0.18709396813245	0.187113100334553	0.187105730934482
chr10	94775102	94775204	CYP2C19	0.187589129767096	0.187572446084638	0.187565550078718	0.187603367394375	0.187589948282964	0.187574645739787	0.187555660817979	0.187572515617247	0.187601688074218	0.187604165917325	0.187492609820229	0.187385076850971	0.187575126389739	0.187597247093306	0.187538425768739	0.187538815549945	0.187600975698499	0.187419368165459	0.187603511667917	0.187031137033218	0.187480658283875	0.187546617059475	0.187597462664979	0.187584150344404	0.187603199667466	0.18756284021669	0.187604096134037	0.187438031376976	0.187602102679831	0.187526936890782
chr10	94775356	94775484	CYP2C19	0.188065230364121	0.188039406978894	0.188040282826525	0.188047770832774	0.188008695869576	0.187970377796279	0.188024860782086	0.187818879470976	0.188041486610478	0.188031097509957	0.18800874492483	0.187844843575129	0.188051230014933	0.188055022903962	0.188000195796082	0.187889346092408	0.188061135793287	0.187854088424869	0.188050185106201	0.187365254582632	0.188007135208069	0.188060789663825	0.188021891009989	0.188051734482781	0.188058609119819	0.188049709513549	0.188051424246059	0.188042286083982	0.188057964827605	0.187857724675522
chr10	94775505	94775607	CYP2C19	0.187608359190907	0.187610429062769	0.1876103831107	0.187578592550661	0.187578428216091	0.187440261963591	0.187609580571148	0.187455665542399	0.187609815748023	0.187608922703897	0.187542486706102	0.18750569237052	0.187585645932648	0.187589938905774	0.187526011615503	0.1875527636477	0.187596828686755	0.187496773958955	0.187598905218838	0.186829396636317	0.187519683571662	0.187580259018833	0.187571386783346	0.187578022872091	0.187608786031524	0.187566540135422	0.187610367659247	0.187595964269696	0.187609858355192	0.187558617325527
chr10	94780549	94780752	CYP2C19	0.187413728509158	0.187384465774221	0.187441766221089	0.187401820625243	0.18744964845514	0.187361301942976	0.187311895516426	0.187448810860443	0.187427687352435	0.187415150581974	0.187426801175495	0.18682669771409	0.187449524992535	0.187448583547648	0.187449544002326	0.187347581644451	0.187442660090175	0.187288188123307	0.187448493851769	0.187282282977112	0.187447402257657	0.187449442180367	0.187425765545353	0.187448887309881	0.187373054896466	0.187445575492836	0.18736857744414	0.187413446652729	0.187418686344415	0.187428980222743
chr10	94781817	94781982	CYP2C19	0.192894869285721	0.192763085838881	0.192897672580915	0.192916969259368	0.19287418115983	0.192982589783189	0.192310400493147	0.19299854256108	0.192401112047869	0.192667570707798	0.192998317950829	0.191328523199597	0.192796367945842	0.192845865161613	0.192883272926675	0.192954244429968	0.192966980600535	0.192551324061084	0.192835368041033	0.191776084570491	0.192968018048647	0.192995101842027	0.192930346161377	0.192750703456706	0.192866519937157	0.192998600829355	0.192631048216729	0.19283428807677	0.192922115946535	0.192994409777725
chr10	94781987	94782089	CYP2C19	0.18734367219029	0.187291652133666	0.187275807275187	0.187320822074598	0.187357721541777	0.187282559262958	0.187226074583689	0.187356141753342	0.18726214414003	0.187340171889752	0.187345657609447	0.187188988493927	0.187316559907661	0.187355640532636	0.187357924235049	0.187325488662335	0.187351642862034	0.187144731449609	0.187342320083356	0.187353491896185	0.187325744466358	0.187288187557163	0.187354658568354	0.187344090098059	0.187308145386952	0.187282586627775	0.187151848322079	0.187245029053413	0.187293797656016	0.187294651151417
chr10	94842783	94842885	CYP2C19	0.187161302549415	0.187101243921269	0.187094916453117	0.187161532995213	0.187090338126923	0.187160962503811	0.187133729004241	0.187163398535025	0.187145527993046	0.187110537774638	0.187100496129255	0.187083999463181	0.18706991557881	0.187110343849199	0.187144232494483	0.187125630156431	0.187100428153063	0.187154699628639	0.187123046074863	0.187036699599976	0.187070308369417	0.187008604270801	0.187157730669339	0.187082085049148	0.187125322253045	0.187134289523876	0.187062815284965	0.187086313337136	0.187149165112349	0.187149426713831
chr10	94842931	94843033	CYP2C19	0.187413324054299	0.187383367963966	0.187307365712597	0.187413739630064	0.187381212792265	0.187382397311469	0.187413451214302	0.187413444302781	0.187410481006917	0.187413033076794	0.187282002528298	0.187275509463865	0.187403954943899	0.187342702158969	0.187406542091463	0.187311829374934	0.187396267339564	0.187308476396772	0.187377627808809	0.186897634171187	0.187384355732696	0.18736674206784	0.18739330601666	0.187355002362525	0.187391707039907	0.187338641336625	0.187372099280495	0.18735180805047	0.187408739987094	0.18734470070049
chr10	94849952	94850054	CYP2C19	0.186870703040329	0.186833095492929	0.186871361393293	0.186785990860819	0.186843109446938	0.18687466433007	0.186805515307596	0.186861290292598	0.18687495590376	0.186875560154926	0.186750593986458	0.186874785871023	0.186867012209727	0.186870161316492	0.186805098064783	0.186814076522467	0.186872103619135	0.186859598796401	0.186848360413889	0.186569599628615	0.186764420945899	0.186852731771323	0.186873392470674	0.186875603689421	0.186864703425326	0.186823847864942	0.186820969957754	0.186872913762406	0.18686449095093	0.186810848782302
chr10	94852639	94852767	CYP2C19	0.187398459334959	0.187354557860106	0.187377230655679	0.187346821493916	0.187367859456988	0.187381112514747	0.18740078576871	0.187314891756093	0.187378025123403	0.187399034470833	0.187333562068777	0.187334726304906	0.187398420650657	0.187339528982011	0.187373868031879	0.187379279226579	0.187392180460034	0.187343265280825	0.187368136421075	0.186819848901605	0.187269254604506	0.187376363227886	0.187389878938393	0.187391248653821	0.187394374639712	0.187319179193021	0.187325275356157	0.187305260945467	0.187394223739896	0.187327120968863
chr10	94852900	94853002	CYP2C19	0.187288517968305	0.187161601212489	0.187227993766643	0.187285267495263	0.187264706741279	0.187209615721627	0.187285486494795	0.187255223784444	0.187288161387223	0.187268158233571	0.187228294237478	0.187288498628792	0.187236317121128	0.187222642506449	0.187232892715555	0.187213759022924	0.187286531325297	0.187250343509369	0.187282190260464	0.186964296514125	0.187197274960079	0.187230022272562	0.187236309066721	0.187215490594177	0.187288518163558	0.187245742222829	0.187181747861178	0.187234682453486	0.187266311207446	0.187175223864261
