CHR	START	STOP	GENE	REGION_COV	AVG_AUTOSOMAL_COV	AVG_TOTAL_COV	AVG_GENE_COV	NORMALIZED_AUTOSOMAL	NORMALIZED_TOTAL	NORMALIZED_GENE
chr10	94645665	94645767	UNKNOWN10	14859.6	15254.4682278481	15254.4682278481	14271.1	0.974114585841331	0.974114585841331	1.04123718564091
chr10	94761842	94761944	UNKNOWN10	13682.6	15254.4682278481	15254.4682278481	14271.1	0.896956865072586	0.896956865072586	0.958762814359089
chr10	94762678	94762874	CYP2C19	15259.1	15254.4682278481	15254.4682278481	15138.75	1.0003036337998	1.0003036337998	1.00794979770457
chr10	94775102	94775204	CYP2C19	14319.3	15254.4682278481	15254.4682278481	15138.75	0.938695455398381	0.938695455398381	0.945870696061432
chr10	94775356	94775484	CYP2C19	14665	15254.4682278481	15254.4682278481	15138.75	0.961357667862064	0.961357667862064	0.968706134918669
chr10	94775505	94775607	CYP2C19	13830	15254.4682278481	15254.4682278481	15138.75	0.906619607673532	0.906619607673532	0.913549665593262
chr10	94780549	94780752	CYP2C19	15277.2	15254.4682278481	15254.4682278481	15138.75	1.00149017139191	1.00149017139191	1.00914540500372
chr10	94781817	94781982	CYP2C19	17119.3	15254.4682278481	15254.4682278481	15138.75	1.12224823207849	1.12224823207849	1.13082652134423
chr10	94781987	94782089	CYP2C19	17255.8	15254.4682278481	15254.4682278481	15138.75	1.13119642994164	1.13119642994164	1.13984311782677
chr10	94842783	94842885	CYP2C19	14598.4	15254.4682278481	15254.4682278481	15138.75	0.956991733959601	0.956991733959601	0.964306828503014
chr10	94842931	94843033	CYP2C19	15999	15254.4682278481	15254.4682278481	15138.75	1.04880745503752	1.04880745503752	1.05682437453555
chr10	94849952	94850054	CYP2C19	13328.4	15254.4682278481	15254.4682278481	15138.75	0.873737438822552	0.873737438822552	0.880416150606886
chr10	94852639	94852767	CYP2C19	15594.2	15254.4682278481	15254.4682278481	15138.75	1.02227096789462	1.02227096789462	1.0300850466518
chr10	94852900	94853002	CYP2C19	14419.3	15254.4682278481	15254.4682278481	15138.75	0.945250911708384	0.945250911708384	0.952476261250103
