CHR	START	STOP	GENE	REGION_COV	AVG_AUTOSOMAL_COV	AVG_TOTAL_COV	AVG_GENE_COV	NORMALIZED_AUTOSOMAL	NORMALIZED_TOTAL	NORMALIZED_GENE
chr10	94645665	94645767	UNKNOWN10	14416.1	14993.9708860759	14993.9708860759	13985.25	0.961459783371156	0.961459783371156	1.03080745785739
chr10	94761842	94761944	UNKNOWN10	13554.4	14993.9708860759	14993.9708860759	13985.25	0.903990017253348	0.903990017253348	0.969192542142615
chr10	94762678	94762874	CYP2C19	14819.2	14993.9708860759	14993.9708860759	14847.125	0.988343922540343	0.988343922540343	0.998119164484707
chr10	94775102	94775204	CYP2C19	14023.4	14993.9708860759	14993.9708860759	14847.125	0.935269256326404	0.935269256326404	0.944519561868038
chr10	94775356	94775484	CYP2C19	14215.4	14993.9708860759	14993.9708860759	14847.125	0.94807440323904	0.94807440323904	0.957451358427978
chr10	94775505	94775607	CYP2C19	13544.1	14993.9708860759	14993.9708860759	14847.125	0.903303074476264	0.903303074476264	0.912237217643146
chr10	94780549	94780752	CYP2C19	15081.9	14993.9708860759	14993.9708860759	14847.125	1.00586429802966	1.00586429802966	1.01581282571542
chr10	94781817	94781982	CYP2C19	16764.3	14993.9708860759	14993.9708860759	14847.125	1.11806939785164	1.11806939785164	1.12912769307189
chr10	94781987	94782089	CYP2C19	16846.7	14993.9708860759	14993.9708860759	14847.125	1.12356494006832	1.12356494006832	1.13467758909553
chr10	94842783	94842885	CYP2C19	14290.1	14993.9708860759	14993.9708860759	14847.125	0.953056405709738	0.953056405709738	0.96248263552708
chr10	94842931	94843033	CYP2C19	15866.1	14993.9708860759	14993.9708860759	14847.125	1.05816531995096	1.05816531995096	1.06863113228992
chr10	94849952	94850054	CYP2C19	12959.7	14993.9708860759	14993.9708860759	14847.125	0.864327408560926	0.864327408560926	0.872876061863829
chr10	94852639	94852767	CYP2C19	15431.4	14993.9708860759	14993.9708860759	14847.125	1.02917366701907	1.02917366701907	1.03935273664093
chr10	94852900	94853002	CYP2C19	14323.2	14993.9708860759	14993.9708860759	14847.125	0.955263959682698	0.955263959682698	0.964712023371528
chr10	94938662	94938838	CYP2C9	13974.9	14993.9708860759	14993.9708860759	14522.7866666667	0.932034622861493	0.932034622861493	0.962273998837689
chr10	94941857	94941959	CYP2C9	15310.9	14993.9708860759	14993.9708860759	14522.7866666667	1.02113710346192	1.02113710346192	1.05426736282936
chr10	94941963	94942065	CYP2C9	15234.8	14993.9708860759	14993.9708860759	14522.7866666667	1.01606173012832	1.01606173012832	1.04902732166187
chr10	94942189	94942296	CYP2C9	14499.9	14993.9708860759	14993.9708860759	14522.7866666667	0.967048696450734	0.967048696450734	0.998424085735612
chr10	94942307	94942409	CYP2C9	12870.7	14993.9708860759	14993.9708860759	14522.7866666667	0.858391689419131	0.858391689419131	0.886241758927809
chr10	94947690	94947792	CYP2C9	10303.3	14993.9708860759	14993.9708860759	14522.7866666667	0.687162865546717	0.687162865546717	0.709457505400708
chr10	94947868	94947970	CYP2C9	14845.1	14993.9708860759	14993.9708860759	14522.7866666667	0.990071283504079	0.990071283504079	1.02219362858735
chr10	94949091	94949193	CYP2C9	14105	14993.9708860759	14993.9708860759	14522.7866666667	0.940711443764274	0.940711443764274	0.971232334657536
chr10	94949211	94949313	CYP2C9	14882.7	14993.9708860759	14993.9708860759	14522.7866666667	0.992578958107803	0.992578958107803	1.02478266338233
chr10	94972106	94972229	CYP2C9	14892	14993.9708860759	14993.9708860759	14522.7866666667	0.993199207411384	0.993199207411384	1.02542303635023
chr10	94981098	94981200	CYP2C9	14921.2	14993.9708860759	14993.9708860759	14522.7866666667	0.995146656837681	0.995146656837681	1.02743366975484
chr10	94981221	94981323	CYP2C9	15732.5	14993.9708860759	14993.9708860759	14522.7866666667	1.04925507189092	1.04925507189092	1.0832976040411
chr10	94981368	94981471	CYP2C9	15476.2	14993.9708860759	14993.9708860759	14522.7866666667	1.03216153463202	1.03216153463202	1.06564947590407
chr10	94986031	94986192	CYP2C9	15197.3	14993.9708860759	14993.9708860759	14522.7866666667	1.01356072487195	1.01356072487195	1.04644517259773
chr10	94988849	94989023	CYP2C9	15595.3	14993.9708860759	14993.9708860759	14522.7866666667	1.04010472732627	1.04010472732627	1.07385038133177
chr13	48037751	48037854	NUDT15	12328.6	14993.9708860759	14993.9708860759	13400.65	0.822237157432984	0.822237157432984	0.920000149246492
chr13	48045662	48045764	NUDT15	14472.7	14993.9708860759	14993.9708860759	13400.65	0.965234633971444	0.965234633971444	1.07999985075351
chr16	31093389	31093491	VKORC1	12231.2	14993.9708860759	14993.9708860759	12156.15	0.815741213113761	0.815741213113761	1.0061738297076
chr16	31094524	31094626	VKORC1	12081.1	14993.9708860759	14993.9708860759	12156.15	0.805730522740913	0.805730522740913	0.993826170292403
chr16	31096359	31096461	UNKNOWN16	13821.2	14993.9708860759	14993.9708860759	13821.2	0.921783835984033	0.921783835984033	1
chr19	15879568	15879670	CYP4F2	13164.9	14993.9708860759	14993.9708860759	13164.9	0.878012909323807	0.878012909323807	1
chr1	97078964	97079146	DPYD	15483.9	14993.9708860759	14993.9708860759	15149.425	1.032675074378	1.032675074378	1.02207839571469
chr1	97082319	97082478	DPYD	16542.7	14993.9708860759	14993.9708860759	15149.425	1.10329012412331	1.10329012412331	1.09196883710108
chr1	97098478	97098632	DPYD	16115.4	14993.9708860759	14993.9708860759	15149.425	1.07479200289534	1.07479200289534	1.06376314612601
chr1	97193059	97193291	DPYD	17192.1	14993.9708860759	14993.9708860759	15149.425	1.14660086581636	1.14660086581636	1.13483515050901
chr1	97234841	97234998	DPYD	16086	14993.9708860759	14993.9708860759	15149.425	1.07283121477434	1.07283121477434	1.0618224784109
chr1	97305248	97305410	DPYD	15228.7	14993.9708860759	14993.9708860759	15149.425	1.01565489993995	1.01565489993995	1.00523287187468
chr1	97306166	97306328	DPYD	15847.7	14993.9708860759	14993.9708860759	15149.425	1.0569381600385	1.0569381600385	1.04609250846154
chr1	97373550	97373652	DPYD	14323	14993.9708860759	14993.9708860759	15149.425	0.955250620987997	0.955250620987997	0.945448424610175
