CHR	START	STOP	GENE	REGION_COV	AVG_AUTOSOMAL_COV	AVG_TOTAL_COV	AVG_GENE_COV	NORMALIZED_AUTOSOMAL	NORMALIZED_TOTAL	NORMALIZED_GENE
chr10	94645665	94645767	UNKNOWN10	16295.3	16972.7772151899	16972.7772151899	16026.75	0.960084480777633	0.960084480777633	1.01675636045986
chr10	94761842	94761944	UNKNOWN10	15758.2	16972.7772151899	16972.7772151899	16026.75	0.928439689050836	0.928439689050836	0.983243639540144
chr10	94762678	94762874	CYP2C19	17376.4	16972.7772151899	16972.7772151899	17157.4166666667	1.0237805975824	1.0237805975824	1.01276318793136
chr10	94775102	94775204	CYP2C19	15992.7	16972.7772151899	16972.7772151899	17157.4166666667	0.942255931203012	0.942255931203012	0.932115848831166
chr10	94775356	94775484	CYP2C19	16635.2	16972.7772151899	16972.7772151899	17157.4166666667	0.980110667163665	0.980110667163665	0.969563211244894
chr10	94775505	94775607	CYP2C19	15650.8	16972.7772151899	16972.7772151899	17157.4166666667	0.922111909063016	0.922111909063016	0.912188606482134
chr10	94780549	94780752	CYP2C19	17358.9	16972.7772151899	16972.7772151899	17157.4166666667	1.02274953473522	1.02274953473522	1.01174322086173
chr10	94781817	94781982	CYP2C19	18834.8	16972.7772151899	16972.7772151899	17157.4166666667	1.10970642937231	1.10970642937231	1.09776432932308
chr10	94781987	94782089	CYP2C19	19592.3	16972.7772151899	16972.7772151899	17157.4166666667	1.15433672118584	1.15433672118584	1.14191433248012
chr10	94842783	94842885	CYP2C19	16832.3	16972.7772151899	16972.7772151899	17157.4166666667	0.991723380716731	0.991723380716731	0.981050954640607
chr10	94842931	94843033	CYP2C19	18161.4	16972.7772151899	16972.7772151899	17157.4166666667	1.07003113101292	1.07003113101292	1.05851599648354
chr10	94849952	94850054	CYP2C19	14782.4	16972.7772151899	16972.7772151899	17157.4166666667	0.870947624692229	0.870947624692229	0.861574926295237
chr10	94852639	94852767	CYP2C19	17955.3	16972.7772151899	16972.7772151899	17157.4166666667	1.05788815656702	1.05788815656702	1.04650369859487
chr10	94852900	94853002	CYP2C19	16716.5	16972.7772151899	16972.7772151899	17157.4166666667	0.984900690562266	0.984900690562266	0.974301686831254
chr10	94938662	94938838	CYP2C9	16381.7	16972.7772151899	16972.7772151899	16820.1333333333	0.965174985348839	0.965174985348839	0.973934015584498
chr10	94941857	94941959	CYP2C9	17945.7	16972.7772151899	16972.7772151899	16820.1333333333	1.057322544948	1.057322544948	1.06691782070693
chr10	94941963	94942065	CYP2C9	17923.4	16972.7772151899	16972.7772151899	16820.1333333333	1.05600867629131	1.05600867629131	1.06559202860065
chr10	94942189	94942296	CYP2C9	16897.2	16972.7772151899	16972.7772151899	16820.1333333333	0.995547150932834	0.995547150932834	1.00458181068719
chr10	94942307	94942409	CYP2C9	14953.5	16972.7772151899	16972.7772151899	16820.1333333333	0.881028473443774	0.881028473443774	0.889023868221417
chr10	94947690	94947792	CYP2C9	11690.7	16972.7772151899	16972.7772151899	16820.1333333333	0.688791224428336	0.688791224428336	0.69504205277802
chr10	94947868	94947970	CYP2C9	17000.3	16972.7772151899	16972.7772151899	16820.1333333333	1.00162158404963	1.00162158404963	1.01071136970773
chr10	94949091	94949193	CYP2C9	16437.3	16972.7772151899	16972.7772151899	16820.1333333333	0.968450819309014	0.968450819309014	0.977239577966088
chr10	94949211	94949313	CYP2C9	17050.4	16972.7772151899	16972.7772151899	16820.1333333333	1.00457336968641	1.00457336968641	1.01368994300481
chr10	94972106	94972229	CYP2C9	17303.5	16972.7772151899	16972.7772151899	16820.1333333333	1.01948548435044	1.01948548435044	1.02873738614835
chr10	94981098	94981200	CYP2C9	17106.1	16972.7772151899	16972.7772151899	16820.1333333333	1.00785509543428	1.00785509543428	1.01700145064248
chr10	94981221	94981323	CYP2C9	18288.1	16972.7772151899	16972.7772151899	16820.1333333333	1.07749602602649	1.07749602602649	1.08727437753169
chr10	94981368	94981471	CYP2C9	17728	16972.7772151899	16972.7772151899	16820.1333333333	1.04449612312912	1.04449612312912	1.05397499821642
chr10	94986031	94986192	CYP2C9	17488.4	16972.7772151899	16972.7772151899	16820.1333333333	1.03037939980433	1.03037939980433	1.03973016464396
chr10	94988849	94989023	CYP2C9	18107.7	16972.7772151899	16972.7772151899	16820.1333333333	1.06686724101901	1.06686724101901	1.07654913555977
chr13	48037751	48037854	NUDT15	15817	16972.7772151899	16972.7772151899	16477.55	0.931904060217352	0.931904060217352	0.959912122858071
chr13	48045662	48045764	NUDT15	17138.1	16972.7772151899	16972.7772151899	16477.55	1.00974046749769	1.00974046749769	1.04008787714193
chr16	31093389	31093491	VKORC1	14989.4	16972.7772151899	16972.7772151899	15142	0.883143625227412	0.883143625227412	0.989922071060626
chr16	31094524	31094626	VKORC1	15294.6	16972.7772151899	16972.7772151899	15142	0.901125361282184	0.901125361282184	1.01007792893937
chr16	31096359	31096461	UNKNOWN16	17097.5	16972.7772151899	16972.7772151899	17097.5	1.00734840169224	1.00734840169224	1
chr19	15879568	15879670	CYP4F2	15817.6	16972.7772151899	16972.7772151899	15817.6	0.931939410943541	0.931939410943541	1
chr1	97078964	97079146	DPYD	18061.9	16972.7772151899	16972.7772151899	17170.5041666667	1.06416880225326	1.06416880225326	1.05191436574494
chr1	97082319	97082478	DPYD	18755.5	16972.7772151899	16972.7772151899	17170.5041666667	1.10503424172767	1.10503424172767	1.09230921922551
chr1	97098478	97098632	DPYD	18445.5	16972.7772151899	16972.7772151899	17170.5041666667	1.08676969986339	1.08676969986339	1.07425500270449
chr1	97193059	97193291	DPYD	19598.2	16972.7772151899	16972.7772151899	17170.5041666667	1.15468433666003	1.15468433666003	1.1413875684586
chr1	97234841	97234998	DPYD	18071.3	16972.7772151899	16972.7772151899	17170.5041666667	1.06472263029689	1.06472263029689	1.05246181618138
chr1	97305248	97305410	DPYD	17936.1	16972.7772151899	16972.7772151899	17170.5041666667	1.05675693332898	1.05675693332898	1.04458784820189
chr1	97306166	97306328	DPYD	18098.1	16972.7772151899	16972.7772151899	17170.5041666667	1.06630162939999	1.06630162939999	1.05402263231933
