CHR	START	STOP	GENE	REGION_COV	AVG_AUTOSOMAL_COV	AVG_TOTAL_COV	AVG_GENE_COV	NORMALIZED_AUTOSOMAL	NORMALIZED_TOTAL	NORMALIZED_GENE
chr10	94645665	94645767	UNKNOWN10	15072.1	16437.3607594937	16437.3607594937	14855.45	0.916941607629732	0.916941607629732	1.01458387325864
chr10	94761842	94761944	UNKNOWN10	14638.8	16437.3607594937	16437.3607594937	14855.45	0.890580928057146	0.890580928057146	0.985416126741364
chr10	94762678	94762874	CYP2C19	16693.5	16437.3607594937	16437.3607594937	16307.875	1.015582747392	1.015582747392	1.02364655112944
chr10	94775102	94775204	CYP2C19	15576	16437.3607594937	16437.3607594937	16307.875	0.947597380619867	0.947597380619867	0.95512137540912
chr10	94775356	94775484	CYP2C19	16268.2	16437.3607594937	16437.3607594937	16307.875	0.989708763957378	0.989708763957378	0.997567126311675
chr10	94775505	94775607	CYP2C19	15179.8	16437.3607594937	16437.3607594937	16307.875	0.923493754387099	0.923493754387099	0.930826364563133
chr10	94780549	94780752	CYP2C19	16208.7	16437.3607594937	16437.3607594937	16307.875	0.986088961431256	0.986088961431256	0.993918582280033
chr10	94781817	94781982	CYP2C19	16697.9	16437.3607594937	16437.3607594937	16307.875	1.01585043026788	1.01585043026788	1.02391635942758
chr10	94781987	94782089	CYP2C19	18253.1	16437.3607594937	16437.3607594937	16307.875	1.11046415948848	1.11046415948848	1.11928132880587
chr10	94842783	94842885	CYP2C19	15731.1	16437.3607594937	16437.3607594937	16307.875	0.957033201994684	0.957033201994684	0.96463211791849
chr10	94842931	94843033	CYP2C19	17766.6	16437.3607594937	16437.3607594937	16307.875	1.08086695059842	1.08086695059842	1.08944911584127
chr10	94849952	94850054	CYP2C19	14454	16437.3607594937	16437.3607594937	16307.875	0.879338247270131	0.879338247270131	0.886320259383886
chr10	94852639	94852767	CYP2C19	17144.9	16437.3607594937	16437.3607594937	16307.875	1.04304457697673	1.04304457697673	1.0513264297157
chr10	94852900	94853002	CYP2C19	15720.7	16437.3607594937	16437.3607594937	16307.875	0.956400497015328	0.956400497015328	0.9639943892138
chr10	94938662	94938838	CYP2C9	15528.4	16437.3607594937	16437.3607594937	16019.1733333333	0.944701538598969	0.944701538598969	0.969363379550172
chr10	94941857	94941959	CYP2C9	17385.2	16437.3607594937	16437.3607594937	16019.1733333333	1.05766371222089	1.05766371222089	1.0852744794155
chr10	94941963	94942065	CYP2C9	17400.4	16437.3607594937	16437.3607594937	16019.1733333333	1.05858843488302	1.05858843488302	1.0862233423614
chr10	94942189	94942296	CYP2C9	16195.5	16437.3607594937	16437.3607594937	16019.1733333333	0.985285912803612	0.985285912803612	1.01100722634044
chr10	94942307	94942409	CYP2C9	14364.4	16437.3607594937	16437.3607594937	16019.1733333333	0.873887250524911	0.873887250524911	0.896700453956009
chr10	94947690	94947792	CYP2C9	10673.5	16437.3607594937	16437.3607594937	16019.1733333333	0.649343903572557	0.649343903572557	0.666295306124827
chr10	94947868	94947970	CYP2C9	16142.3	16437.3607594937	16437.3607594937	16019.1733333333	0.982049383486138	0.982049383486138	1.00768620602977
chr10	94949091	94949193	CYP2C9	14436.3	16437.3607594937	16437.3607594937	16019.1733333333	0.878261432064881	0.878261432064881	0.901188825390907
chr10	94949211	94949313	CYP2C9	15693.8	16437.3607594937	16437.3607594937	16019.1733333333	0.954763981251417	0.954763981251417	0.97968850660625
