CHR	START	STOP	GENE	REGION_COV	AVG_AUTOSOMAL_COV	AVG_TOTAL_COV	AVG_GENE_COV	NORMALIZED_AUTOSOMAL	NORMALIZED_TOTAL	NORMALIZED_GENE
chr10	94645665	94645767	UNKNOWN10	14759.3	16045.853164557	16045.853164557	14295.5	0.919820208289156	0.919820208289156	1.03244377601343
chr10	94761842	94761944	UNKNOWN10	13831.7	16045.853164557	16045.853164557	14295.5	0.862010879580544	0.862010879580544	0.967556223986569
chr10	94762678	94762874	CYP2C19	15700.6	16045.853164557	16045.853164557	15755.3583333333	0.978483340149243	0.978483340149243	0.996524462841478
chr10	94775102	94775204	CYP2C19	14822.6	16045.853164557	16045.853164557	15755.3583333333	0.923765152777357	0.923765152777357	0.940797390094269
chr10	94775356	94775484	CYP2C19	15478.1	16045.853164557	16045.853164557	15755.3583333333	0.964616829112518	0.964616829112518	0.982402283244378
chr10	94775505	94775607	CYP2C19	14502	16045.853164557	16045.853164557	15755.3583333333	0.903784912604889	0.903784912604889	0.920448757380426
chr10	94780549	94780752	CYP2C19	16097.1	16045.853164557	16045.853164557	15755.3583333333	1.00319377442368	1.00319377442368	1.02169050423586
chr10	94781817	94781982	CYP2C19	17213.4	16045.853164557	16045.853164557	15755.3583333333	1.07276315091939	1.07276315091939	1.09254259000774
chr10	94781987	94782089	CYP2C19	17580.5	16045.853164557	16045.853164557	15755.3583333333	1.09564133609504	1.09564133609504	1.1158425995812
chr10	94842783	94842885	CYP2C19	15097.7	16045.853164557	16045.853164557	15755.3583333333	0.940909769344562	0.940909769344562	0.958258116418594
chr10	94842931	94843033	CYP2C19	16915.7	16045.853164557	16045.853164557	15755.3583333333	1.05421007075924	1.05421007075924	1.07364743105917
chr10	94849952	94850054	CYP2C19	13910.1	16045.853164557	16045.853164557	15755.3583333333	0.866896877177305	0.866896877177305	0.882880586128634
chr10	94852639	94852767	CYP2C19	16555.9	16045.853164557	16045.853164557	15755.3583333333	1.03178683178839	1.03178683178839	1.05081075591743
chr10	94852900	94853002	CYP2C19	15190.6	16045.853164557	16045.853164557	15755.3583333333	0.946699427211132	0.946699427211132	0.964154523090821
chr10	94938662	94938838	CYP2C9	14817.8	16045.853164557	16045.853164557	15556.28	0.923466010067351	0.923466010067351	0.952528496530019
chr10	94941857	94941959	CYP2C9	16526.9	16045.853164557	16045.853164557	15556.28	1.02997951124878	1.02997951124878	1.0623940942179
chr10	94941963	94942065	CYP2C9	16443.3	16045.853164557	16045.853164557	15556.28	1.02476944238284	1.02476944238284	1.05702005878012
chr10	94942189	94942296	CYP2C9	15745	16045.853164557	16045.853164557	15556.28	0.981250410216797	0.981250410216797	1.01213143502174
chr10	94942307	94942409	CYP2C9	13908	16045.853164557	16045.853164557	15556.28	0.866766002241677	0.866766002241677	0.894044077375825
chr10	94947690	94947792	CYP2C9	11059.7	16045.853164557	16045.853164557	15556.28	0.68925596455222	0.68925596455222	0.710947604440136
