CHR	START	STOP	GENE	REGION_COV	AVG_AUTOSOMAL_COV	AVG_TOTAL_COV	AVG_GENE_COV	NORMALIZED_AUTOSOMAL	NORMALIZED_TOTAL	NORMALIZED_GENE
chr10	94645665	94645767	UNKNOWN10	16958.6	17385.7012658228	17385.7012658228	16262.2	0.975433762533215	0.975433762533215	1.04282323424875
chr10	94761842	94761944	UNKNOWN10	15565.8	17385.7012658228	17385.7012658228	16262.2	0.895321952333301	0.895321952333301	0.957176765751251
chr10	94762678	94762874	CYP2C19	16975.6	17385.7012658228	17385.7012658228	17028.2666666667	0.976411577562939	0.976411577562939	0.996907103482836
chr10	94775102	94775204	CYP2C19	15875.1	17385.7012658228	17385.7012658228	17028.2666666667	0.913112434021149	0.913112434021149	0.932279268980206
chr10	94775356	94775484	CYP2C19	16477.4	17385.7012658228	17385.7012658228	17028.2666666667	0.947755845338932	0.947755845338932	0.967649868454022
chr10	94775505	94775607	CYP2C19	15507.1	17385.7012658228	17385.7012658228	17028.2666666667	0.891945614554198	0.891945614554198	0.910668143948885
chr10	94780549	94780752	CYP2C19	17556.3	17385.7012658228	17385.7012658228	17028.2666666667	1.00981258860766	1.00981258860766	1.03100922387873
chr10	94781817	94781982	CYP2C19	19098.8	17385.7012658228	17385.7012658228	17028.2666666667	1.09853492292226	1.09853492292226	1.12159389877224
chr10	94781987	94782089	CYP2C19	19215.4	17385.7012658228	17385.7012658228	17028.2666666667	1.10524158365553	1.10524158365553	1.1284413367577
chr10	94842783	94842885	CYP2C19	16509.9	17385.7012658228	17385.7012658228	17028.2666666667	0.949625197601638	0.949625197601638	0.969558459659233
chr10	94842931	94843033	CYP2C19	18413.8	17385.7012658228	17385.7012658228	17028.2666666667	1.05913472907753	1.05913472907753	1.0813666687547
chr10	94849952	94850054	CYP2C19	14790.9	17385.7012658228	17385.7012658228	17028.2666666667	0.850750842537269	0.850750842537269	0.868608666374342
chr10	94852639	94852767	CYP2C19	17562.3	17385.7012658228	17385.7012658228	17028.2666666667	1.01015769979462	1.01015769979462	1.03136157917815
chr10	94852900	94853002	CYP2C19	16356.6	17385.7012658228	17385.7012658228	17028.2666666667	0.94080760677478	0.94080760677478	0.960555781758958
chr10	94938662	94938838	CYP2C9	15873.2	17385.7012658228	17385.7012658228	16667.3133333333	0.913003148811944	0.913003148811944	0.952355048624113
