CHR	START	STOP	GENE	REGION_COV	AVG_AUTOSOMAL_COV	AVG_TOTAL_COV	AVG_GENE_COV	NORMALIZED_AUTOSOMAL	NORMALIZED_TOTAL	NORMALIZED_GENE
chr10	94645665	94645767	UNKNOWN10	16425.9	16702.5341772152	16702.5341772152	15727.25	0.983437592506618	0.983437592506618	1.04442289656488
chr10	94761842	94761944	UNKNOWN10	15028.6	16702.5341772152	16702.5341772152	15727.25	0.899779628680617	0.899779628680617	0.955577103435121
chr10	94762678	94762874	CYP2C19	16641.7	16702.5341772152	16702.5341772152	16615.8833333333	0.996357787592606	0.996357787592606	1.00155373422819
chr10	94775102	94775204	CYP2C19	15586	16702.5341772152	16702.5341772152	16615.8833333333	0.933151810056566	0.933151810056566	0.938018141276469
chr10	94775356	94775484	CYP2C19	16032.8	16702.5341772152	16702.5341772152	16615.8833333333	0.959902241773059	0.959902241773059	0.964908074904233
chr10	94775505	94775607	CYP2C19	15085.7	16702.5341772152	16702.5341772152	16615.8833333333	0.903198271587985	0.903198271587985	0.907908396885309
chr10	94780549	94780752	CYP2C19	16834	16702.5341772152	16702.5341772152	16615.8833333333	1.00787101055384	1.00787101055384	1.01312699796279
chr10	94781817	94781982	CYP2C19	18940.5	16702.5341772152	16702.5341772152	16615.8833333333	1.13398959697013	1.13398959697013	1.13990328531034
chr10	94781987	94782089	CYP2C19	19024.5	16702.5341772152	16702.5341772152	16615.8833333333	1.13901877392667	1.13901877392667	1.14495868912577
chr10	94842783	94842885	CYP2C19	15894	16702.5341772152	16702.5341772152	16615.8833333333	0.951592125563907	0.951592125563907	0.95655462193303
chr10	94842931	94843033	CYP2C19	17561.6	16702.5341772152	16702.5341772152	16615.8833333333	1.05143326238223	1.05143326238223	1.05691642434498
chr10	94849952	94850054	CYP2C19	14690.4	16702.5341772152	16702.5341772152	16615.8833333333	0.879531204315089	0.879531204315089	0.884117907263432
chr10	94852639	94852767	CYP2C19	17333.5	16702.5341772152	16702.5341772152	16615.8833333333	1.03777665209903	1.03777665209903	1.04318859565095
chr10	94852900	94853002	CYP2C19	15765.9	16702.5341772152	16702.5341772152	16615.8833333333	0.943922630705172	0.943922630705172	0.948845131114506
chr10	94938662	94938838	CYP2C9	15344	16702.5341772152	16702.5341772152	16254.4	0.918662990729369	0.918662990729369	0.943990550251009
chr10	94941857	94941959	CYP2C9	17109	16702.5341772152	16702.5341772152	16254.4	1.02433557797111	1.02433557797111	1.05257653312334
chr10	94941963	94942065	CYP2C9	17184.6	16702.5341772152	16702.5341772152	16254.4	1.02886183723201	1.02886183723201	1.05722758145487
chr10	94942189	94942296	CYP2C9	16233.7	16702.5341772152	16702.5341772152	16254.4	0.971930356660803	0.971930356660803	0.998726498671129
chr10	94942307	94942409	CYP2C9	14256.8	16702.5341772152	16702.5341772152	16254.4	0.853571071834624	0.853571071834624	0.877104045673787
chr10	94947690	94947792	CYP2C9	11695.3	16702.5341772152	16702.5341772152	16254.4	0.700211110237043	0.700211110237043	0.719515946451422
chr10	94947868	94947970	CYP2C9	17001.5	16702.5341772152	16702.5341772152	16254.4	1.01789942888982	1.01789942888982	1.04596293926568
chr10	94949091	94949193	CYP2C9	15992.4	16702.5341772152	16702.5341772152	16254.4	0.957483447141577	0.957483447141577	0.9838812875283
chr10	94949211	94949313	CYP2C9	16609.7	16702.5341772152	16702.5341772152	16254.4	0.994441910656778	0.994441910656778	1.02185869672212
chr10	94972106	94972229	CYP2C9	16826.5	16702.5341772152	16702.5341772152	16254.4	1.00742197689701	1.00742197689701	1.03519662368343
chr10	94981098	94981200	CYP2C9	16428.1	16702.5341772152	16702.5341772152	16254.4	0.983569309045956	0.983569309045956	1.01068633723792
chr10	94981221	94981323	CYP2C9	17608.2	16702.5341772152	16702.5341772152	16254.4	1.05422325817003	1.05422325817003	1.08328821734423
chr10	94981368	94981471	CYP2C9	17234.4	16702.5341772152	16702.5341772152	16254.4	1.03184342071339	1.03184342071339	1.06029136726056
chr10	94986031	94986192	CYP2C9	17237.2	16702.5341772152	16702.5341772152	16254.4	1.03201105994527	1.03201105994527	1.06046362830987
chr10	94988849	94989023	CYP2C9	17054.6	16702.5341772152	16702.5341772152	16254.4	1.02107858718021	1.02107858718021	1.04922974702234
chr13	48037751	48037854	NUDT15	12711.9	16702.5341772152	16702.5341772152	14484.5	0.761076125642118	0.761076125642118	0.877620905105458
chr13	48045662	48045764	NUDT15	16257.1	16702.5341772152	16702.5341772152	14484.5	0.973331341670127	0.973331341670127	1.12237909489454
chr16	31093389	31093491	VKORC1	13604.8	16702.5341772152	16702.5341772152	13319.75	0.814535079267135	0.814535079267135	1.02140055181216
chr16	31094524	31094626	VKORC1	13034.7	16702.5341772152	16702.5341772152	13319.75	0.78040253423228	0.78040253423228	0.978599448187841
chr16	31096359	31096461	UNKNOWN16	15939.2	16702.5341772152	16702.5341772152	15939.2	0.954298301735764	0.954298301735764	1
chr19	15879568	15879670	CYP4F2	14634.4	16702.5341772152	16702.5341772152	14634.4	0.87617841967739	0.87617841967739	1
chr1	97078964	97079146	DPYD	17252.8	16702.5341772152	16702.5341772152	16869.3291666667	1.03294504995149	1.03294504995149	1.0227318365505
chr1	97082319	97082478	DPYD	18549.3	16702.5341772152	16702.5341772152	16869.3291666667	1.11056800142963	1.11056800142963	1.09958729340897
chr1	97098478	97098632	DPYD	18224.5	16702.5341772152	16702.5341772152	16869.3291666667	1.09112185053098	1.09112185053098	1.08033341574786
chr1	97193059	97193291	DPYD	18962.3	16702.5341772152	16702.5341772152	16869.3291666667	1.13529478813266	1.13529478813266	1.1240695947453
chr1	97234841	97234998	DPYD	17448.7	16702.5341772152	16702.5341772152	16869.3291666667	1.04467380906801	1.04467380906801	1.03434462791076
chr1	97305248	97305410	DPYD	17011.2	16702.5341772152	16702.5341772152	16869.3291666667	1.01848017908599	1.01848017908599	1.00840998666465
chr1	97306166	97306328	DPYD	17543.4	16702.5341772152	16702.5341772152	16869.3291666667	1.05034360737497	1.05034360737497	1.03995836625592
chr1	97373550	97373652	DPYD	16147.4	16702.5341772152	16702.5341772152	16869.3291666667	0.966763476049492	0.966763476049492	0.95720463098834
chr1	97382372	97382477	DPYD	16474.2	16702.5341772152	16702.5341772152	16869.3291666667	0.986329369256633	0.986329369256633	0.976577067009432
chr1	97450047	97450223	DPYD	17636.2	16702.5341772152	16702.5341772152	16869.3291666667	1.05589965048887	1.05589965048887	1.04545947415909
chr1	97515715	97515980	DPYD	18950.2	16702.5341772152	16702.5341772152	16869.3291666667	1.1345703471663	1.1345703471663	1.1233523166674
chr1	97549548	97549766	DPYD	18233.2	16702.5341772152	16702.5341772152	16869.3291666667	1.09164272957291	1.09164272957291	1.08084914461378
